model,domain,format,summary_length,article_cues,compression_ratio,preservation_rate
Mistral-7B-Instruct,culture,one_paragraph,122,100,0.0244,0.17
Mistral-7B-Instruct,culture,three_sentence,75,100,0.015,0.12
Mistral-7B-Instruct,culture,bullets,160,40,0.08,0.35
Mistral-7B-Instruct,culture,one_paragraph,102,40,0.051,0.325
Mistral-7B-Instruct,culture,three_sentence,78,40,0.039,0.175
Mistral-7B-Instruct,culture,bullets,134,90,0.029777777777777778,0.3222
Mistral-7B-Instruct,culture,one_paragraph,125,90,0.027777777777777776,0.3778
Mistral-7B-Instruct,culture,three_sentence,79,90,0.017555555555555557,0.1556
Mistral-7B-Instruct,culture,bullets,146,42,0.06952380952380953,0.4524
Mistral-7B-Instruct,culture,one_paragraph,113,42,0.05380952380952381,0.3333
Mistral-7B-Instruct,culture,three_sentence,70,42,0.03333333333333333,0.2619
Mistral-7B-Instruct,culture,bullets,147,65,0.045230769230769234,0.3538
Mistral-7B-Instruct,culture,one_paragraph,136,65,0.041846153846153845,0.1846
Mistral-7B-Instruct,culture,three_sentence,88,65,0.02707692307692308,0.1692
Mistral-7B-Instruct,culture,bullets,133,100,0.0266,0.27
Mistral-7B-Instruct,culture,one_paragraph,115,100,0.023,0.23
Mistral-7B-Instruct,culture,three_sentence,78,100,0.0156,0.21
Mistral-7B-Instruct,culture,bullets,132,226,0.01168141592920354,0.0752
Mistral-7B-Instruct,culture,one_paragraph,155,226,0.013716814159292035,0.1239
Mistral-7B-Instruct,culture,three_sentence,67,226,0.005929203539823008,0.0442
Mistral-7B-Instruct,culture,bullets,138,149,0.018523489932885905,0.2013
Mistral-7B-Instruct,culture,one_paragraph,147,149,0.019731543624161074,0.1611
Mistral-7B-Instruct,culture,three_sentence,58,149,0.007785234899328859,0.0872
Mistral-7B-Instruct,culture,bullets,145,106,0.027358490566037737,0.2075
Mistral-7B-Instruct,culture,one_paragraph,105,106,0.01981132075471698,0.1981
Mistral-7B-Instruct,culture,three_sentence,68,106,0.012830188679245283,0.1415
Mistral-7B-Instruct,culture,bullets,142,220,0.012909090909090908,0.1045
Mistral-7B-Instruct,culture,one_paragraph,92,220,0.008363636363636363,0.1045
Mistral-7B-Instruct,culture,three_sentence,61,220,0.005545454545454545,0.0409
Mistral-7B-Instruct,culture,bullets,153,85,0.036,0.3529
Mistral-7B-Instruct,culture,one_paragraph,122,85,0.028705882352941175,0.3176
Mistral-7B-Instruct,culture,three_sentence,73,85,0.017176470588235293,0.2353
Mistral-7B-Instruct,culture,bullets,121,136,0.017794117647058825,0.1471
Mistral-7B-Instruct,culture,one_paragraph,126,136,0.01852941176470588,0.1397
Mistral-7B-Instruct,culture,three_sentence,79,136,0.01161764705882353,0.1029
Mistral-7B-Instruct,culture,bullets,119,130,0.018307692307692306,0.1308
Mistral-7B-Instruct,culture,one_paragraph,129,130,0.019846153846153847,0.1538
Mistral-7B-Instruct,culture,three_sentence,65,130,0.01,0.1077
Mistral-7B-Instruct,culture,bullets,142,91,0.03120879120879121,0.2308
Mistral-7B-Instruct,culture,one_paragraph,147,91,0.03230769230769231,0.2198
Mistral-7B-Instruct,culture,three_sentence,69,91,0.015164835164835164,0.1429
Mistral-7B-Instruct,culture,bullets,148,46,0.06434782608695652,0.5217
Mistral-7B-Instruct,culture,one_paragraph,91,46,0.03956521739130435,0.3913
Mistral-7B-Instruct,culture,three_sentence,73,46,0.03173913043478261,0.2826
Mistral-7B-Instruct,culture,bullets,134,46,0.058260869565217394,0.5
Mistral-7B-Instruct,culture,one_paragraph,147,46,0.06391304347826086,0.4348
Mistral-7B-Instruct,culture,three_sentence,78,46,0.03391304347826087,0.3478
Mistral-7B-Instruct,culture,bullets,140,210,0.013333333333333334,0.1381
Mistral-7B-Instruct,culture,one_paragraph,129,210,0.012285714285714285,0.1524
Mistral-7B-Instruct,culture,three_sentence,78,210,0.0074285714285714285,0.081
Mistral-7B-Instruct,culture,bullets,120,48,0.05,0.4167
Mistral-7B-Instruct,culture,one_paragraph,97,48,0.04041666666666666,0.3958
Mistral-7B-Instruct,culture,three_sentence,66,48,0.0275,0.2708
Mistral-7B-Instruct,education,bullets,144,58,0.0496551724137931,0.2759
Mistral-7B-Instruct,education,one_paragraph,94,58,0.032413793103448274,0.1897
Mistral-7B-Instruct,education,three_sentence,75,58,0.02586206896551724,0.1207
Mistral-7B-Instruct,education,bullets,147,59,0.04983050847457627,0.2881
Mistral-7B-Instruct,education,one_paragraph,144,59,0.0488135593220339,0.2034
Mistral-7B-Instruct,education,three_sentence,80,59,0.02711864406779661,0.1356
Mistral-7B-Instruct,education,bullets,138,70,0.03942857142857143,0.2571
Mistral-7B-Instruct,education,one_paragraph,137,70,0.039142857142857146,0.3286
Mistral-7B-Instruct,education,three_sentence,63,70,0.018,0.1286
Mistral-7B-Instruct,education,bullets,147,38,0.07736842105263157,0.2895
Mistral-7B-Instruct,education,one_paragraph,135,38,0.07105263157894737,0.2632
Mistral-7B-Instruct,education,three_sentence,74,38,0.03894736842105263,0.2632
Mistral-7B-Instruct,education,bullets,165,62,0.0532258064516129,0.4032
Mistral-7B-Instruct,education,one_paragraph,153,62,0.04935483870967742,0.3871
Mistral-7B-Instruct,education,three_sentence,83,62,0.026774193548387098,0.2903
Mistral-7B-Instruct,education,bullets,149,43,0.06930232558139535,0.4186
Mistral-7B-Instruct,education,one_paragraph,135,43,0.06279069767441861,0.3023
Mistral-7B-Instruct,education,three_sentence,81,43,0.037674418604651164,0.3023
Mistral-7B-Instruct,education,bullets,146,68,0.04294117647058823,0.3382
Mistral-7B-Instruct,education,one_paragraph,130,68,0.03823529411764706,0.4265
Mistral-7B-Instruct,education,three_sentence,82,68,0.02411764705882353,0.3235
Mistral-7B-Instruct,education,bullets,161,45,0.07155555555555555,0.1778
Mistral-7B-Instruct,education,one_paragraph,156,45,0.06933333333333333,0.2444
Mistral-7B-Instruct,education,three_sentence,78,45,0.034666666666666665,0.1333
Mistral-7B-Instruct,education,bullets,167,38,0.08789473684210526,0.2368
Mistral-7B-Instruct,education,one_paragraph,138,38,0.07263157894736842,0.2368
Mistral-7B-Instruct,education,three_sentence,66,38,0.034736842105263156,0.1316
Mistral-7B-Instruct,education,bullets,161,93,0.03462365591397849,0.172
Mistral-7B-Instruct,education,one_paragraph,129,93,0.027741935483870966,0.1183
Mistral-7B-Instruct,education,three_sentence,53,93,0.011397849462365592,0.0645
Mistral-7B-Instruct,education,bullets,140,67,0.041791044776119404,0.2985
Mistral-7B-Instruct,education,one_paragraph,144,67,0.04298507462686567,0.3731
Mistral-7B-Instruct,education,three_sentence,75,67,0.022388059701492536,0.2388
Mistral-7B-Instruct,education,bullets,124,52,0.047692307692307694,0.3654
Mistral-7B-Instruct,education,one_paragraph,138,52,0.05307692307692308,0.3654
Mistral-7B-Instruct,education,three_sentence,66,52,0.025384615384615384,0.25
Mistral-7B-Instruct,education,bullets,162,86,0.037674418604651164,0.2907
Mistral-7B-Instruct,education,one_paragraph,201,86,0.04674418604651163,0.2442
Mistral-7B-Instruct,education,three_sentence,85,86,0.019767441860465116,0.1628
Mistral-7B-Instruct,education,bullets,139,48,0.057916666666666665,0.375
Mistral-7B-Instruct,education,one_paragraph,108,48,0.045,0.2083
Mistral-7B-Instruct,education,three_sentence,75,48,0.03125,0.1875
Mistral-7B-Instruct,education,bullets,130,60,0.043333333333333335,0.2167
Mistral-7B-Instruct,education,one_paragraph,198,60,0.066,0.4
Mistral-7B-Instruct,education,three_sentence,53,60,0.017666666666666667,0.0833
Mistral-7B-Instruct,education,bullets,111,37,0.06,0.3514
Mistral-7B-Instruct,education,one_paragraph,131,37,0.07081081081081081,0.3243
Mistral-7B-Instruct,education,three_sentence,77,37,0.04162162162162162,0.1892
Mistral-7B-Instruct,education,bullets,137,29,0.09448275862068965,0.2414
Mistral-7B-Instruct,education,one_paragraph,129,29,0.08896551724137931,0.1379
Mistral-7B-Instruct,education,three_sentence,74,29,0.05103448275862069,0.069
Mistral-7B-Instruct,education,bullets,161,52,0.06192307692307692,0.3462
Mistral-7B-Instruct,education,one_paragraph,150,52,0.057692307692307696,0.3654
Mistral-7B-Instruct,education,three_sentence,61,52,0.02346153846153846,0.1923
Mistral-7B-Instruct,education,bullets,148,55,0.05381818181818182,0.1818
Mistral-7B-Instruct,education,one_paragraph,94,55,0.03418181818181818,0.1091
Mistral-7B-Instruct,education,three_sentence,82,55,0.029818181818181817,0.1818
Mistral-7B-Instruct,education,bullets,119,88,0.027045454545454546,0.1136
Mistral-7B-Instruct,education,one_paragraph,144,88,0.03272727272727273,0.1932
Mistral-7B-Instruct,education,three_sentence,51,88,0.011590909090909091,0.0795
Mistral-7B-Instruct,education,bullets,140,31,0.09032258064516129,0.4516
Mistral-7B-Instruct,education,one_paragraph,95,31,0.06129032258064516,0.3226
Mistral-7B-Instruct,education,three_sentence,79,31,0.05096774193548387,0.2581
Mistral-7B-Instruct,education,bullets,132,31,0.08516129032258064,0.4194
Mistral-7B-Instruct,education,one_paragraph,117,31,0.07548387096774194,0.3548
Mistral-7B-Instruct,education,three_sentence,69,31,0.044516129032258066,0.3226
Mistral-7B-Instruct,sports,bullets,126,45,0.056,0.2444
Mistral-7B-Instruct,sports,one_paragraph,123,45,0.05466666666666667,0.2889
Mistral-7B-Instruct,sports,three_sentence,64,45,0.028444444444444446,0.1111
Mistral-7B-Instruct,sports,bullets,148,109,0.027155963302752294,0.1835
Mistral-7B-Instruct,sports,one_paragraph,99,109,0.0181651376146789,0.156
Mistral-7B-Instruct,sports,three_sentence,64,109,0.011743119266055046,0.0642
Mistral-7B-Instruct,sports,bullets,115,105,0.021904761904761906,0.1048
Mistral-7B-Instruct,sports,one_paragraph,143,105,0.02723809523809524,0.1143
Mistral-7B-Instruct,sports,three_sentence,85,105,0.01619047619047619,0.0571
Mistral-7B-Instruct,sports,bullets,119,115,0.020695652173913042,0.1478
Mistral-7B-Instruct,sports,one_paragraph,104,115,0.01808695652173913,0.2
Mistral-7B-Instruct,sports,three_sentence,64,115,0.011130434782608696,0.113
Mistral-7B-Instruct,sports,bullets,157,75,0.04186666666666667,0.32
Mistral-7B-Instruct,sports,one_paragraph,139,75,0.037066666666666664,0.24
Mistral-7B-Instruct,sports,three_sentence,72,75,0.0192,0.1333
Mistral-7B-Instruct,sports,bullets,153,122,0.025081967213114755,0.1721
Mistral-7B-Instruct,sports,one_paragraph,92,122,0.015081967213114755,0.1148
Mistral-7B-Instruct,sports,three_sentence,76,122,0.012459016393442624,0.1475
Mistral-7B-Instruct,sports,bullets,90,133,0.013533834586466165,0.0902
Mistral-7B-Instruct,sports,one_paragraph,83,133,0.012481203007518798,0.0827
Mistral-7B-Instruct,sports,three_sentence,80,133,0.012030075187969926,0.1053
Mistral-7B-Instruct,sports,bullets,168,71,0.04732394366197183,0.1268
Mistral-7B-Instruct,sports,one_paragraph,92,71,0.025915492957746478,0.0986
Mistral-7B-Instruct,sports,three_sentence,75,71,0.02112676056338028,0.0563
Mistral-7B-Instruct,sports,bullets,143,133,0.02150375939849624,0.1353
Mistral-7B-Instruct,sports,one_paragraph,28,133,0.004210526315789474,0.0602
Mistral-7B-Instruct,sports,three_sentence,73,133,0.010977443609022556,0.1053
Mistral-7B-Instruct,sports,bullets,105,91,0.023076923076923078,0.2308
Mistral-7B-Instruct,sports,one_paragraph,121,91,0.026593406593406595,0.2308
Mistral-7B-Instruct,sports,three_sentence,80,91,0.017582417582417582,0.1978
Mistral-7B-Instruct,sports,bullets,133,100,0.0266,0.26
Mistral-7B-Instruct,sports,one_paragraph,103,100,0.0206,0.21
Mistral-7B-Instruct,sports,three_sentence,70,100,0.014,0.13
Mistral-7B-Instruct,sports,bullets,148,84,0.035238095238095235,0.2381
Mistral-7B-Instruct,sports,one_paragraph,75,84,0.017857142857142856,0.131
Mistral-7B-Instruct,sports,three_sentence,79,84,0.01880952380952381,0.1786
Mistral-7B-Instruct,sports,bullets,136,89,0.03056179775280899,0.236
Mistral-7B-Instruct,sports,one_paragraph,113,89,0.02539325842696629,0.1798
Mistral-7B-Instruct,sports,three_sentence,73,89,0.01640449438202247,0.1461
Mistral-7B-Instruct,sports,bullets,139,72,0.03861111111111111,0.4167
Mistral-7B-Instruct,sports,one_paragraph,112,72,0.03111111111111111,0.2639
Mistral-7B-Instruct,sports,three_sentence,71,72,0.01972222222222222,0.2361
Mistral-7B-Instruct,sports,bullets,107,135,0.015851851851851853,0.2222
Mistral-7B-Instruct,sports,one_paragraph,117,135,0.017333333333333333,0.2296
Mistral-7B-Instruct,sports,three_sentence,53,135,0.007851851851851851,0.1111
Mistral-7B-Instruct,sports,bullets,115,179,0.012849162011173185,0.1173
Mistral-7B-Instruct,sports,one_paragraph,107,179,0.011955307262569832,0.1564
Mistral-7B-Instruct,sports,three_sentence,70,179,0.00782122905027933,0.0782
Mistral-7B-Instruct,sports,bullets,132,138,0.019130434782608695,0.2609
Mistral-7B-Instruct,sports,one_paragraph,117,138,0.016956521739130436,0.2536
Mistral-7B-Instruct,sports,three_sentence,68,138,0.009855072463768115,0.2754
Mistral-7B-Instruct,sports,bullets,119,146,0.0163013698630137,0.2808
Mistral-7B-Instruct,sports,one_paragraph,63,146,0.00863013698630137,0.1233
Mistral-7B-Instruct,sports,three_sentence,82,146,0.011232876712328766,0.1918
Mistral-7B-Instruct,sports,bullets,103,108,0.019074074074074073,0.1667
Mistral-7B-Instruct,sports,one_paragraph,95,108,0.017592592592592594,0.2222
Mistral-7B-Instruct,sports,three_sentence,58,108,0.01074074074074074,0.1296
Mistral-7B-Instruct,sports,bullets,100,130,0.015384615384615385,0.1462
Mistral-7B-Instruct,sports,one_paragraph,95,130,0.014615384615384615,0.1615
Mistral-7B-Instruct,sports,three_sentence,59,130,0.009076923076923076,0.1231
Mistral-7B-Instruct,tech,bullets,162,68,0.04764705882352941,0.0882
Mistral-7B-Instruct,tech,one_paragraph,111,68,0.03264705882352941,0.1029
Mistral-7B-Instruct,tech,three_sentence,84,68,0.024705882352941175,0.0588
Mistral-7B-Instruct,tech,bullets,162,125,0.02592,0.192
Mistral-7B-Instruct,tech,one_paragraph,136,125,0.02176,0.104
Mistral-7B-Instruct,tech,three_sentence,82,125,0.01312,0.144
Mistral-7B-Instruct,tech,bullets,141,178,0.015842696629213483,0.1517
Mistral-7B-Instruct,tech,one_paragraph,109,178,0.012247191011235956,0.1404
Mistral-7B-Instruct,tech,three_sentence,82,178,0.009213483146067417,0.0955
Mistral-7B-Instruct,tech,bullets,143,98,0.029183673469387755,0.3265
Mistral-7B-Instruct,tech,one_paragraph,81,98,0.01653061224489796,0.3061
Mistral-7B-Instruct,tech,three_sentence,68,98,0.013877551020408163,0.3469
Mistral-7B-Instruct,tech,bullets,157,86,0.03651162790697674,0.2209
Mistral-7B-Instruct,tech,one_paragraph,155,86,0.03604651162790698,0.0814
Mistral-7B-Instruct,tech,three_sentence,84,86,0.01953488372093023,0.0465
Mistral-7B-Instruct,tech,bullets,141,60,0.047,0.3167
Mistral-7B-Instruct,tech,one_paragraph,119,60,0.03966666666666667,0.25
Mistral-7B-Instruct,tech,three_sentence,64,60,0.021333333333333333,0.2333
Mistral-7B-Instruct,tech,bullets,118,37,0.06378378378378378,0.2162
Mistral-7B-Instruct,tech,one_paragraph,141,37,0.07621621621621621,0.1892
Mistral-7B-Instruct,tech,three_sentence,80,37,0.043243243243243246,0.1622
Mistral-7B-Instruct,tech,bullets,148,186,0.015913978494623657,0.1667
Mistral-7B-Instruct,tech,one_paragraph,135,186,0.014516129032258065,0.1398
Mistral-7B-Instruct,tech,three_sentence,78,186,0.008387096774193548,0.1075
Mistral-7B-Instruct,tech,bullets,152,77,0.039480519480519484,0.1558
Mistral-7B-Instruct,tech,one_paragraph,143,77,0.037142857142857144,0.1429
Mistral-7B-Instruct,tech,three_sentence,79,77,0.02051948051948052,0.1429
Mistral-7B-Instruct,tech,bullets,155,56,0.055357142857142855,0.25
Mistral-7B-Instruct,tech,one_paragraph,103,56,0.03678571428571428,0.125
Mistral-7B-Instruct,tech,three_sentence,88,56,0.03142857142857143,0.0893
Mistral-7B-Instruct,tech,bullets,148,78,0.03794871794871795,0.3846
Mistral-7B-Instruct,tech,one_paragraph,128,78,0.03282051282051282,0.3718
Mistral-7B-Instruct,tech,three_sentence,72,78,0.018461538461538463,0.141
Mistral-7B-Instruct,tech,bullets,110,158,0.013924050632911392,0.1646
Mistral-7B-Instruct,tech,one_paragraph,132,158,0.016708860759493672,0.1076
Mistral-7B-Instruct,tech,three_sentence,67,158,0.008481012658227849,0.1139
Mistral-7B-Instruct,tech,bullets,149,63,0.0473015873015873,0.2698
Mistral-7B-Instruct,tech,one_paragraph,102,63,0.03238095238095238,0.1905
Mistral-7B-Instruct,tech,three_sentence,44,63,0.013968253968253968,0.127
Mistral-7B-Instruct,tech,bullets,142,92,0.030869565217391304,0.2283
Mistral-7B-Instruct,tech,one_paragraph,133,92,0.02891304347826087,0.2826
Mistral-7B-Instruct,tech,three_sentence,74,92,0.01608695652173913,0.1848
Mistral-7B-Instruct,tech,bullets,159,59,0.05389830508474576,0.4068
Mistral-7B-Instruct,tech,one_paragraph,150,59,0.05084745762711865,0.4068
Mistral-7B-Instruct,tech,three_sentence,79,59,0.026779661016949154,0.3051
Mistral-7B-Instruct,tech,bullets,148,65,0.04553846153846154,0.2308
Mistral-7B-Instruct,tech,one_paragraph,167,65,0.05138461538461538,0.2
Mistral-7B-Instruct,tech,three_sentence,72,65,0.022153846153846152,0.1231
Mistral-7B-Instruct,tech,bullets,146,94,0.031063829787234043,0.2447
Mistral-7B-Instruct,tech,one_paragraph,87,94,0.01851063829787234,0.0851
Mistral-7B-Instruct,tech,three_sentence,60,94,0.01276595744680851,0.0745
Mistral-7B-Instruct,tech,bullets,167,69,0.04840579710144927,0.2029
Mistral-7B-Instruct,tech,one_paragraph,106,69,0.03072463768115942,0.1449
Mistral-7B-Instruct,tech,three_sentence,88,69,0.025507246376811593,0.1304
Mistral-7B-Instruct,tech,bullets,135,63,0.04285714285714286,0.2857
Mistral-7B-Instruct,tech,one_paragraph,144,63,0.045714285714285714,0.2222
Mistral-7B-Instruct,tech,three_sentence,67,63,0.02126984126984127,0.1746
Mistral-7B-Instruct,tech,bullets,137,230,0.01191304347826087,0.1087
Mistral-7B-Instruct,tech,one_paragraph,101,230,0.008782608695652174,0.1174
Mistral-7B-Instruct,tech,three_sentence,74,230,0.006434782608695652,0.0739
Mistral-7B-Instruct,tech,bullets,141,140,0.020142857142857143,0.2286
Mistral-7B-Instruct,tech,one_paragraph,73,140,0.01042857142857143,0.0786
Mistral-7B-Instruct,tech,three_sentence,72,140,0.010285714285714285,0.1643
Mistral-7B-Instruct,tech,bullets,147,89,0.033033707865168536,0.3596
Mistral-7B-Instruct,tech,one_paragraph,159,89,0.03573033707865168,0.3933
Mistral-7B-Instruct,tech,three_sentence,71,89,0.01595505617977528,0.2584
Mistral-7B-Instruct,tech,bullets,149,56,0.053214285714285714,0.3036
Mistral-7B-Instruct,tech,one_paragraph,98,56,0.035,0.3214
Mistral-7B-Instruct,tech,three_sentence,75,56,0.026785714285714284,0.2143
Mistral-7B-Instruct,social,bullets,146,145,0.020137931034482758,0.2552
Mistral-7B-Instruct,social,one_paragraph,127,145,0.017517241379310346,0.2621
Mistral-7B-Instruct,social,three_sentence,78,145,0.010758620689655173,0.1448
Mistral-7B-Instruct,social,bullets,142,99,0.028686868686868688,0.3232
Mistral-7B-Instruct,social,one_paragraph,156,99,0.03151515151515152,0.2929
Mistral-7B-Instruct,social,three_sentence,87,99,0.017575757575757574,0.2525
Mistral-7B-Instruct,social,bullets,159,82,0.03878048780487805,0.3902
Mistral-7B-Instruct,social,one_paragraph,146,82,0.03560975609756097,0.4146
Mistral-7B-Instruct,social,three_sentence,82,82,0.02,0.2195
Mistral-7B-Instruct,social,bullets,138,106,0.026037735849056602,0.3208
Mistral-7B-Instruct,social,one_paragraph,116,106,0.02188679245283019,0.217
Mistral-7B-Instruct,social,three_sentence,86,106,0.016226415094339624,0.1604
Mistral-7B-Instruct,social,bullets,132,525,0.005028571428571428,0.0762
Mistral-7B-Instruct,social,one_paragraph,146,525,0.005561904761904762,0.0743
Mistral-7B-Instruct,social,three_sentence,68,525,0.0025904761904761904,0.0514
Mistral-7B-Instruct,social,bullets,154,135,0.022814814814814816,0.2889
Mistral-7B-Instruct,social,one_paragraph,123,135,0.018222222222222223,0.2222
Mistral-7B-Instruct,social,three_sentence,81,135,0.012,0.1259
Mistral-7B-Instruct,social,bullets,159,69,0.04608695652173913,0.3478
Mistral-7B-Instruct,social,one_paragraph,109,69,0.03159420289855072,0.3188
Mistral-7B-Instruct,social,three_sentence,90,69,0.02608695652173913,0.2319
Mistral-7B-Instruct,social,bullets,141,115,0.024521739130434782,0.1304
Mistral-7B-Instruct,social,one_paragraph,127,115,0.02208695652173913,0.1826
Mistral-7B-Instruct,social,three_sentence,80,115,0.01391304347826087,0.1391
Mistral-7B-Instruct,social,bullets,143,144,0.01986111111111111,0.2083
Mistral-7B-Instruct,social,one_paragraph,100,144,0.013888888888888888,0.1667
Mistral-7B-Instruct,social,three_sentence,77,144,0.010694444444444444,0.1181
Mistral-7B-Instruct,social,bullets,141,91,0.03098901098901099,0.1868
Mistral-7B-Instruct,social,one_paragraph,126,91,0.027692307692307693,0.1648
Mistral-7B-Instruct,social,three_sentence,78,91,0.017142857142857144,0.1319
Mistral-7B-Instruct,social,bullets,158,84,0.03761904761904762,0.2857
Mistral-7B-Instruct,social,one_paragraph,126,84,0.03,0.2738
Mistral-7B-Instruct,social,three_sentence,82,84,0.019523809523809523,0.2262
Mistral-7B-Instruct,social,bullets,144,247,0.011659919028340082,0.0891
Mistral-7B-Instruct,social,one_paragraph,87,247,0.007044534412955466,0.1012
Mistral-7B-Instruct,social,three_sentence,82,247,0.0066396761133603235,0.0648
Mistral-7B-Instruct,social,bullets,121,156,0.015512820512820514,0.1923
Mistral-7B-Instruct,social,one_paragraph,128,156,0.01641025641025641,0.1538
Mistral-7B-Instruct,social,three_sentence,70,156,0.008974358974358974,0.1218
Mistral-7B-Instruct,social,bullets,148,76,0.03894736842105263,0.3289
Mistral-7B-Instruct,social,one_paragraph,115,76,0.030263157894736843,0.2895
Mistral-7B-Instruct,social,three_sentence,70,76,0.018421052631578946,0.1711
Mistral-7B-Instruct,social,bullets,147,166,0.017710843373493976,0.1145
Mistral-7B-Instruct,social,one_paragraph,150,166,0.018072289156626505,0.1145
Mistral-7B-Instruct,social,three_sentence,79,166,0.009518072289156626,0.1265
Mistral-7B-Instruct,social,bullets,132,145,0.01820689655172414,0.1724
Mistral-7B-Instruct,social,one_paragraph,141,145,0.019448275862068966,0.2207
Mistral-7B-Instruct,social,three_sentence,72,145,0.009931034482758621,0.0897
Mistral-7B-Instruct,social,bullets,89,49,0.036326530612244896,0.2449
Mistral-7B-Instruct,social,one_paragraph,98,49,0.04,0.2857
Mistral-7B-Instruct,social,three_sentence,75,49,0.030612244897959183,0.1429
Mistral-7B-Instruct,social,bullets,147,90,0.03266666666666666,0.2111
Mistral-7B-Instruct,social,one_paragraph,141,90,0.03133333333333333,0.2222
Mistral-7B-Instruct,social,three_sentence,75,90,0.016666666666666666,0.1556
Mistral-7B-Instruct,social,bullets,137,122,0.022459016393442624,0.5
Mistral-7B-Instruct,social,one_paragraph,161,122,0.02639344262295082,0.4836
Mistral-7B-Instruct,social,three_sentence,75,122,0.012295081967213115,0.2705
Mistral-7B-Instruct,social,bullets,140,251,0.011155378486055778,0.1275
Mistral-7B-Instruct,social,one_paragraph,124,251,0.009880478087649403,0.0876
Mistral-7B-Instruct,social,three_sentence,73,251,0.005816733067729084,0.0797
Mistral-7B-Instruct,social,bullets,165,116,0.028448275862068967,0.1466
Mistral-7B-Instruct,social,one_paragraph,147,116,0.025344827586206896,0.1466
Mistral-7B-Instruct,social,three_sentence,73,116,0.012586206896551724,0.1121
Mistral-7B-Instruct,social,bullets,158,334,0.009461077844311378,0.0719
Mistral-7B-Instruct,social,one_paragraph,145,334,0.008682634730538923,0.0898
Mistral-7B-Instruct,social,three_sentence,91,334,0.0054491017964071855,0.0569
Mistral-7B-Instruct,social,bullets,147,113,0.026017699115044247,0.2655
Mistral-7B-Instruct,social,one_paragraph,149,113,0.026371681415929205,0.2478
Mistral-7B-Instruct,social,three_sentence,76,113,0.013451327433628318,0.1416
Mistral-7B-Instruct,social,bullets,152,175,0.017371428571428572,0.12
Mistral-7B-Instruct,social,one_paragraph,129,175,0.014742857142857143,0.1429
Mistral-7B-Instruct,social,three_sentence,84,175,0.0096,0.1086
Mistral-7B-Instruct,social,bullets,144,113,0.025486725663716816,0.177
Mistral-7B-Instruct,social,one_paragraph,118,113,0.02088495575221239,0.1416
Mistral-7B-Instruct,social,three_sentence,81,113,0.014336283185840707,0.0885
