model,domain,format,summary_length,article_cues,compression_ratio,preservation_rate
TextRank,politics,bullets,246,150,0.0328,0.2733
TextRank,politics,one_paragraph,239,150,0.03186666666666667,0.24
TextRank,politics,three_sentence,86,150,0.011466666666666667,0.0867
TextRank,politics,bullets,156,63,0.049523809523809526,0.4603
TextRank,politics,one_paragraph,150,63,0.047619047619047616,0.4603
TextRank,politics,three_sentence,82,63,0.02603174603174603,0.3492
TextRank,politics,bullets,127,39,0.06512820512820512,0.5128
TextRank,politics,one_paragraph,122,39,0.06256410256410257,0.5385
TextRank,politics,three_sentence,78,39,0.04,0.3077
TextRank,politics,bullets,186,177,0.021016949152542375,0.1864
TextRank,politics,one_paragraph,179,177,0.02022598870056497,0.1921
TextRank,politics,three_sentence,71,177,0.008022598870056498,0.0678
TextRank,politics,bullets,182,109,0.03339449541284404,0.2569
TextRank,politics,one_paragraph,175,109,0.03211009174311927,0.2661
TextRank,politics,three_sentence,83,109,0.015229357798165137,0.1009
TextRank,politics,bullets,198,83,0.047710843373493975,0.4819
TextRank,politics,one_paragraph,193,83,0.046506024096385545,0.4699
TextRank,politics,three_sentence,131,83,0.03156626506024096,0.3494
TextRank,politics,bullets,229,84,0.05452380952380952,0.2619
TextRank,politics,one_paragraph,222,84,0.05285714285714286,0.2738
TextRank,politics,three_sentence,101,84,0.024047619047619047,0.119
TextRank,politics,bullets,206,74,0.055675675675675676,0.3919
TextRank,politics,one_paragraph,199,74,0.05378378378378378,0.3919
TextRank,politics,three_sentence,89,74,0.024054054054054055,0.2432
TextRank,politics,bullets,180,81,0.044444444444444446,0.2222
TextRank,politics,one_paragraph,173,81,0.04271604938271605,0.1852
TextRank,politics,three_sentence,62,81,0.015308641975308642,0.0617
TextRank,politics,bullets,142,54,0.052592592592592594,0.5556
TextRank,politics,one_paragraph,137,54,0.05074074074074074,0.537
TextRank,politics,three_sentence,89,54,0.032962962962962965,0.3519
TextRank,politics,bullets,213,97,0.043917525773195874,0.433
TextRank,politics,one_paragraph,206,97,0.04247422680412371,0.4227
TextRank,politics,three_sentence,109,97,0.022474226804123712,0.2784
TextRank,politics,bullets,152,160,0.019,0.1812
TextRank,politics,one_paragraph,145,160,0.018125,0.1875
TextRank,politics,three_sentence,76,160,0.0095,0.1062
TextRank,politics,bullets,219,78,0.05615384615384615,0.3718
TextRank,politics,one_paragraph,212,78,0.05435897435897436,0.3846
TextRank,politics,three_sentence,115,78,0.029487179487179487,0.2436
TextRank,politics,bullets,137,129,0.021240310077519378,0.1473
TextRank,politics,one_paragraph,130,129,0.020155038759689922,0.1395
TextRank,politics,three_sentence,86,129,0.013333333333333334,0.0853
TextRank,politics,bullets,225,136,0.03308823529411765,0.1838
TextRank,politics,one_paragraph,218,136,0.032058823529411765,0.1691
TextRank,politics,three_sentence,92,136,0.013529411764705882,0.0735
TextRank,politics,bullets,179,91,0.03934065934065934,0.2747
TextRank,politics,one_paragraph,173,91,0.03802197802197802,0.2747
TextRank,politics,three_sentence,109,91,0.023956043956043956,0.1978
TextRank,politics,bullets,197,114,0.03456140350877193,0.3246
TextRank,politics,one_paragraph,190,114,0.03333333333333333,0.3158
TextRank,politics,three_sentence,106,114,0.018596491228070177,0.1491
TextRank,politics,bullets,115,93,0.024731182795698924,0.3548
TextRank,politics,one_paragraph,110,93,0.023655913978494623,0.3978
TextRank,politics,three_sentence,82,93,0.01763440860215054,0.3118
TextRank,politics,bullets,95,124,0.01532258064516129,0.0806
TextRank,politics,one_paragraph,88,124,0.014193548387096775,0.0806
TextRank,politics,three_sentence,53,124,0.008548387096774194,0.0726
TextRank,politics,bullets,243,127,0.03826771653543307,0.4016
TextRank,politics,one_paragraph,236,127,0.03716535433070866,0.378
TextRank,politics,three_sentence,108,127,0.01700787401574803,0.2047
TextRank,politics,bullets,217,69,0.06289855072463768,0.4203
TextRank,politics,one_paragraph,210,69,0.06086956521739131,0.4058
TextRank,politics,three_sentence,104,69,0.030144927536231884,0.1884
TextRank,politics,bullets,144,59,0.0488135593220339,0.4746
TextRank,politics,one_paragraph,139,59,0.04711864406779661,0.4576
TextRank,politics,three_sentence,102,59,0.03457627118644068,0.339
TextRank,politics,bullets,238,104,0.04576923076923077,0.2885
TextRank,politics,one_paragraph,231,104,0.044423076923076926,0.3077
TextRank,politics,three_sentence,125,104,0.02403846153846154,0.1827
TextRank,politics,bullets,198,60,0.066,0.4
TextRank,politics,one_paragraph,193,60,0.06433333333333334,0.3833
TextRank,politics,three_sentence,122,60,0.04066666666666666,0.2167
TextRank,culture,bullets,220,51,0.08627450980392157,0.549
TextRank,culture,one_paragraph,213,51,0.08352941176470588,0.549
TextRank,culture,three_sentence,108,51,0.042352941176470586,0.4118
TextRank,culture,bullets,177,47,0.07531914893617021,0.1489
TextRank,culture,one_paragraph,170,47,0.07234042553191489,0.1915
TextRank,culture,three_sentence,76,47,0.03234042553191489,0.1277
TextRank,culture,bullets,198,60,0.066,0.5167
TextRank,culture,one_paragraph,191,60,0.06366666666666666,0.5
TextRank,culture,three_sentence,102,60,0.034,0.3333
TextRank,culture,bullets,167,40,0.0835,0.375
TextRank,culture,one_paragraph,160,40,0.08,0.375
TextRank,culture,three_sentence,75,40,0.0375,0.15
TextRank,culture,bullets,194,42,0.09238095238095238,0.4286
TextRank,culture,one_paragraph,187,42,0.08904761904761904,0.4048
TextRank,culture,three_sentence,74,42,0.035238095238095235,0.1905
TextRank,culture,bullets,153,65,0.04707692307692308,0.1538
TextRank,culture,one_paragraph,146,65,0.04492307692307692,0.1538
TextRank,culture,three_sentence,82,65,0.02523076923076923,0.1538
TextRank,culture,bullets,180,149,0.024161073825503355,0.2013
TextRank,culture,one_paragraph,173,149,0.023221476510067115,0.2081
TextRank,culture,three_sentence,93,149,0.012483221476510067,0.1275
TextRank,culture,bullets,204,106,0.038490566037735846,0.2264
TextRank,culture,one_paragraph,197,106,0.03716981132075472,0.217
TextRank,culture,three_sentence,75,106,0.014150943396226415,0.1132
TextRank,culture,bullets,292,136,0.04294117647058823,0.2574
TextRank,culture,one_paragraph,285,136,0.04191176470588235,0.2353
TextRank,culture,three_sentence,160,136,0.023529411764705882,0.1618
TextRank,culture,bullets,153,46,0.06652173913043478,0.6304
TextRank,culture,one_paragraph,147,46,0.06391304347826086,0.6304
TextRank,culture,three_sentence,83,46,0.03608695652173913,0.3478
TextRank,culture,bullets,173,46,0.07521739130434782,0.6087
TextRank,culture,one_paragraph,168,46,0.07304347826086957,0.5435
TextRank,culture,three_sentence,122,46,0.05304347826086957,0.4783
TextRank,culture,bullets,131,48,0.05458333333333333,0.3542
TextRank,culture,one_paragraph,126,48,0.0525,0.3542
TextRank,culture,three_sentence,99,48,0.04125,0.2083
TextRank,education,bullets,270,58,0.09310344827586207,0.2931
TextRank,education,one_paragraph,263,58,0.0906896551724138,0.2759
TextRank,education,three_sentence,119,58,0.04103448275862069,0.1552
TextRank,education,bullets,249,59,0.08440677966101695,0.3051
TextRank,education,one_paragraph,242,59,0.08203389830508474,0.3559
TextRank,education,three_sentence,111,59,0.03762711864406779,0.2203
TextRank,education,bullets,133,70,0.038,0.2429
TextRank,education,one_paragraph,128,70,0.036571428571428574,0.2429
TextRank,education,three_sentence,82,70,0.023428571428571427,0.0857
TextRank,education,bullets,217,43,0.10093023255813953,0.4419
TextRank,education,one_paragraph,211,43,0.09813953488372093,0.4419
TextRank,education,three_sentence,93,43,0.04325581395348837,0.2791
TextRank,education,bullets,174,68,0.051176470588235295,0.2206
TextRank,education,one_paragraph,167,68,0.04911764705882353,0.25
TextRank,education,three_sentence,53,68,0.015588235294117648,0.0588
TextRank,education,bullets,241,45,0.10711111111111112,0.4222
TextRank,education,one_paragraph,234,45,0.104,0.4
TextRank,education,three_sentence,125,45,0.05555555555555555,0.2444
TextRank,education,bullets,143,52,0.055,0.2308
TextRank,education,one_paragraph,138,52,0.05307692307692308,0.2692
TextRank,education,three_sentence,94,52,0.036153846153846154,0.1538
TextRank,education,bullets,280,86,0.06511627906976744,0.4302
TextRank,education,one_paragraph,273,86,0.06348837209302326,0.407
TextRank,education,three_sentence,147,86,0.034186046511627904,0.2558
TextRank,education,bullets,198,48,0.0825,0.4167
TextRank,education,one_paragraph,193,48,0.08041666666666666,0.4583
TextRank,education,three_sentence,90,48,0.0375,0.2708
TextRank,education,bullets,156,60,0.052,0.25
TextRank,education,one_paragraph,150,60,0.05,0.25
TextRank,education,three_sentence,60,60,0.02,0.1
TextRank,education,bullets,165,52,0.06346153846153846,0.3269
TextRank,education,one_paragraph,160,52,0.06153846153846154,0.3269
TextRank,education,three_sentence,87,52,0.03346153846153846,0.2115
TextRank,education,bullets,222,88,0.05045454545454545,0.3636
TextRank,education,one_paragraph,215,88,0.048863636363636366,0.375
TextRank,education,three_sentence,111,88,0.025227272727272727,0.2159
TextRank,education,bullets,146,31,0.09419354838709677,0.6129
TextRank,education,one_paragraph,141,31,0.09096774193548388,0.6129
TextRank,education,three_sentence,93,31,0.06,0.4516
TextRank,sports,bullets,202,45,0.08977777777777778,0.3111
TextRank,sports,one_paragraph,195,45,0.08666666666666667,0.3111
TextRank,sports,three_sentence,84,45,0.037333333333333336,0.2222
TextRank,sports,bullets,238,75,0.06346666666666667,0.2933
TextRank,sports,one_paragraph,231,75,0.0616,0.2933
TextRank,sports,three_sentence,78,75,0.0208,0.0667
TextRank,sports,bullets,120,122,0.019672131147540985,0.1557
TextRank,sports,one_paragraph,113,122,0.018524590163934426,0.1639
TextRank,sports,three_sentence,45,122,0.007377049180327869,0.0738
TextRank,sports,bullets,273,133,0.04105263157894737,0.3383
TextRank,sports,one_paragraph,266,133,0.04,0.3383
TextRank,sports,three_sentence,139,133,0.020902255639097745,0.203
TextRank,sports,bullets,150,71,0.04225352112676056,0.2113
TextRank,sports,one_paragraph,143,71,0.040281690140845074,0.1549
TextRank,sports,three_sentence,77,71,0.021690140845070423,0.1408
TextRank,sports,bullets,146,133,0.021954887218045113,0.1053
TextRank,sports,one_paragraph,139,133,0.020902255639097745,0.1053
TextRank,sports,three_sentence,40,133,0.006015037593984963,0.0526
TextRank,sports,bullets,162,84,0.03857142857142857,0.1429
TextRank,sports,one_paragraph,155,84,0.036904761904761905,0.1548
TextRank,sports,three_sentence,61,84,0.014523809523809524,0.1071
TextRank,sports,bullets,215,135,0.03185185185185185,0.2889
TextRank,sports,one_paragraph,208,135,0.030814814814814816,0.2815
TextRank,sports,three_sentence,101,135,0.014962962962962963,0.163
TextRank,sports,bullets,134,146,0.018356164383561645,0.1301
TextRank,sports,one_paragraph,127,146,0.017397260273972603,0.137
TextRank,sports,three_sentence,56,146,0.007671232876712329,0.0548
TextRank,tech,bullets,196,68,0.05764705882352941,0.1471
TextRank,tech,one_paragraph,189,68,0.05558823529411765,0.1471
TextRank,tech,three_sentence,79,68,0.02323529411764706,0.0735
TextRank,tech,bullets,221,125,0.03536,0.136
TextRank,tech,one_paragraph,214,125,0.03424,0.152
TextRank,tech,three_sentence,111,125,0.01776,0.104
TextRank,tech,bullets,164,98,0.03346938775510204,0.2551
TextRank,tech,one_paragraph,157,98,0.032040816326530615,0.2143
TextRank,tech,three_sentence,63,98,0.012857142857142857,0.0816
TextRank,tech,bullets,211,86,0.049069767441860465,0.2442
TextRank,tech,one_paragraph,204,86,0.04744186046511628,0.2558
TextRank,tech,three_sentence,74,86,0.017209302325581394,0.0814
TextRank,tech,bullets,245,56,0.0875,0.25
TextRank,tech,one_paragraph,238,56,0.085,0.2679
TextRank,tech,three_sentence,117,56,0.04178571428571429,0.1429
TextRank,tech,bullets,232,78,0.059487179487179485,0.4487
TextRank,tech,one_paragraph,225,78,0.057692307692307696,0.4359
TextRank,tech,three_sentence,105,78,0.026923076923076925,0.3205
TextRank,tech,bullets,298,158,0.03772151898734177,0.2911
TextRank,tech,one_paragraph,291,158,0.03683544303797468,0.2785
TextRank,tech,three_sentence,180,158,0.02278481012658228,0.2215
TextRank,tech,bullets,218,63,0.0692063492063492,0.2857
TextRank,tech,one_paragraph,211,63,0.06698412698412698,0.2698
TextRank,tech,three_sentence,87,63,0.02761904761904762,0.1587
TextRank,tech,bullets,226,59,0.07661016949152542,0.4915
TextRank,tech,one_paragraph,219,59,0.07423728813559322,0.4576
TextRank,tech,three_sentence,83,59,0.028135593220338984,0.2373
TextRank,tech,bullets,252,65,0.07753846153846154,0.2462
TextRank,tech,one_paragraph,245,65,0.07538461538461538,0.2462
TextRank,tech,three_sentence,118,65,0.036307692307692305,0.0769
TextRank,social,bullets,335,145,0.046206896551724136,0.3034
TextRank,social,one_paragraph,328,145,0.045241379310344824,0.3103
TextRank,social,three_sentence,144,145,0.019862068965517243,0.1586
TextRank,social,bullets,239,99,0.04828282828282828,0.3131
TextRank,social,one_paragraph,232,99,0.04686868686868687,0.3131
TextRank,social,three_sentence,113,99,0.02282828282828283,0.1818
TextRank,social,bullets,176,82,0.042926829268292686,0.3902
TextRank,social,one_paragraph,170,82,0.041463414634146344,0.4512
TextRank,social,three_sentence,83,82,0.02024390243902439,0.1951
TextRank,social,bullets,211,106,0.03981132075471698,0.2264
TextRank,social,one_paragraph,204,106,0.038490566037735846,0.2642
TextRank,social,three_sentence,100,106,0.018867924528301886,0.1415
TextRank,social,bullets,282,135,0.041777777777777775,0.4222
TextRank,social,one_paragraph,275,135,0.040740740740740744,0.4222
TextRank,social,three_sentence,116,135,0.017185185185185185,0.2074
TextRank,social,bullets,174,69,0.050434782608695654,0.1594
TextRank,social,one_paragraph,167,69,0.04840579710144927,0.1594
TextRank,social,three_sentence,72,69,0.020869565217391306,0.087
TextRank,social,bullets,198,115,0.034434782608695653,0.1913
TextRank,social,one_paragraph,191,115,0.033217391304347824,0.1913
TextRank,social,three_sentence,81,115,0.01408695652173913,0.1391
TextRank,social,bullets,290,144,0.04027777777777778,0.4236
TextRank,social,one_paragraph,283,144,0.03930555555555556,0.4028
TextRank,social,three_sentence,164,144,0.02277777777777778,0.2292
TextRank,social,bullets,328,91,0.07208791208791208,0.4615
TextRank,social,one_paragraph,321,91,0.07054945054945055,0.4396
TextRank,social,three_sentence,129,91,0.028351648351648353,0.2088
TextRank,social,bullets,144,84,0.03428571428571429,0.1667
TextRank,social,one_paragraph,137,84,0.03261904761904762,0.2143
TextRank,social,three_sentence,71,84,0.016904761904761905,0.0952
TextRank,social,bullets,204,156,0.026153846153846153,0.1987
TextRank,social,one_paragraph,197,156,0.025256410256410258,0.2115
TextRank,social,three_sentence,70,156,0.008974358974358974,0.0513
TextRank,social,bullets,193,76,0.05078947368421052,0.2368
TextRank,social,one_paragraph,186,76,0.04894736842105263,0.2368
TextRank,social,three_sentence,87,76,0.022894736842105263,0.0789
TextRank,social,bullets,160,166,0.01927710843373494,0.1145
TextRank,social,one_paragraph,153,166,0.018433734939759035,0.1145
TextRank,social,three_sentence,76,166,0.009156626506024097,0.0904
TextRank,social,bullets,176,145,0.024275862068965516,0.1862
TextRank,social,one_paragraph,169,145,0.023310344827586208,0.1655
TextRank,social,three_sentence,76,145,0.010482758620689656,0.1172
TextRank,social,bullets,186,49,0.07591836734693877,0.2449
TextRank,social,one_paragraph,179,49,0.07306122448979592,0.2245
TextRank,social,three_sentence,62,49,0.025306122448979593,0.102
TextRank,social,bullets,235,90,0.052222222222222225,0.3889
TextRank,social,one_paragraph,228,90,0.050666666666666665,0.3889
TextRank,social,three_sentence,86,90,0.01911111111111111,0.2
TextRank,social,bullets,158,122,0.025901639344262296,0.4426
TextRank,social,one_paragraph,153,122,0.025081967213114755,0.4344
TextRank,social,three_sentence,109,122,0.017868852459016392,0.3033
TextRank,social,bullets,97,116,0.016724137931034482,0.0948
TextRank,social,one_paragraph,90,116,0.015517241379310345,0.1121
TextRank,social,three_sentence,47,116,0.008103448275862069,0.0603
TextRank,social,bullets,205,113,0.036283185840707964,0.3451
TextRank,social,one_paragraph,198,113,0.035044247787610616,0.3009
TextRank,social,three_sentence,95,113,0.016814159292035398,0.1858
TextRank,social,bullets,266,113,0.047079646017699116,0.4336
TextRank,social,one_paragraph,259,113,0.04584070796460177,0.3717
TextRank,social,three_sentence,132,113,0.02336283185840708,0.1681
BART-large-cnn,politics,one_paragraph,143,150,0.019066666666666666,0.2533
BART-large-cnn,politics,one_paragraph,151,63,0.04793650793650794,0.254
BART-large-cnn,politics,one_paragraph,101,39,0.05179487179487179,0.5128
BART-large-cnn,politics,one_paragraph,163,177,0.018418079096045196,0.1017
BART-large-cnn,politics,one_paragraph,141,109,0.02587155963302752,0.1743
BART-large-cnn,politics,one_paragraph,144,83,0.03469879518072289,0.3253
BART-large-cnn,politics,one_paragraph,117,84,0.027857142857142858,0.131
BART-large-cnn,politics,one_paragraph,129,74,0.03486486486486486,0.2703
BART-large-cnn,politics,one_paragraph,143,81,0.03530864197530864,0.2346
BART-large-cnn,politics,one_paragraph,81,54,0.03,0.3148
BART-large-cnn,politics,one_paragraph,143,97,0.029484536082474228,0.3711
BART-large-cnn,politics,one_paragraph,172,160,0.0215,0.1313
BART-large-cnn,politics,one_paragraph,154,78,0.03948717948717949,0.3333
BART-large-cnn,politics,one_paragraph,185,129,0.02868217054263566,0.1705
BART-large-cnn,politics,one_paragraph,170,136,0.025,0.1838
BART-large-cnn,politics,one_paragraph,129,91,0.028351648351648353,0.3407
BART-large-cnn,politics,one_paragraph,150,114,0.02631578947368421,0.2193
BART-large-cnn,politics,one_paragraph,125,93,0.026881720430107527,0.3011
BART-large-cnn,politics,one_paragraph,157,124,0.02532258064516129,0.1774
BART-large-cnn,politics,one_paragraph,139,127,0.02188976377952756,0.252
BART-large-cnn,politics,one_paragraph,135,69,0.0391304347826087,0.2464
BART-large-cnn,politics,one_paragraph,148,59,0.05016949152542373,0.4915
BART-large-cnn,politics,one_paragraph,163,104,0.03134615384615384,0.25
BART-large-cnn,politics,one_paragraph,139,60,0.04633333333333333,0.2333
BART-large-cnn,culture,one_paragraph,128,51,0.05019607843137255,0.549
BART-large-cnn,culture,one_paragraph,134,47,0.05702127659574468,0.234
BART-large-cnn,culture,one_paragraph,124,60,0.04133333333333333,0.35
BART-large-cnn,culture,one_paragraph,125,40,0.0625,0.25
BART-large-cnn,culture,one_paragraph,121,42,0.05761904761904762,0.2857
BART-large-cnn,culture,one_paragraph,126,65,0.03876923076923077,0.2615
BART-large-cnn,culture,one_paragraph,135,149,0.018120805369127517,0.1812
BART-large-cnn,culture,one_paragraph,163,106,0.030754716981132076,0.217
BART-large-cnn,culture,one_paragraph,167,136,0.024558823529411765,0.1912
BART-large-cnn,culture,one_paragraph,112,46,0.04869565217391304,0.4348
BART-large-cnn,culture,one_paragraph,126,46,0.05478260869565217,0.413
BART-large-cnn,culture,one_paragraph,99,48,0.04125,0.3125
BART-large-cnn,education,one_paragraph,161,58,0.05551724137931034,0.2759
BART-large-cnn,education,one_paragraph,130,59,0.04406779661016949,0.3898
BART-large-cnn,education,one_paragraph,124,70,0.03542857142857143,0.2857
BART-large-cnn,education,one_paragraph,140,43,0.06511627906976744,0.3953
BART-large-cnn,education,one_paragraph,121,68,0.03558823529411765,0.2794
BART-large-cnn,education,one_paragraph,139,45,0.06177777777777778,0.1333
BART-large-cnn,education,one_paragraph,124,52,0.047692307692307694,0.4038
BART-large-cnn,education,one_paragraph,151,86,0.03511627906976744,0.2326
BART-large-cnn,education,one_paragraph,125,48,0.052083333333333336,0.3542
BART-large-cnn,education,one_paragraph,150,60,0.05,0.25
BART-large-cnn,education,one_paragraph,128,52,0.04923076923076923,0.2692
BART-large-cnn,education,one_paragraph,146,88,0.03318181818181818,0.2159
BART-large-cnn,education,one_paragraph,111,31,0.07161290322580645,0.3871
BART-large-cnn,sports,one_paragraph,128,45,0.05688888888888889,0.1556
BART-large-cnn,sports,one_paragraph,134,75,0.03573333333333333,0.2667
BART-large-cnn,sports,one_paragraph,159,122,0.026065573770491804,0.1967
BART-large-cnn,sports,one_paragraph,171,133,0.025714285714285714,0.1654
BART-large-cnn,sports,one_paragraph,120,71,0.03380281690140845,0.2254
BART-large-cnn,sports,one_paragraph,185,133,0.027819548872180452,0.1128
BART-large-cnn,sports,one_paragraph,118,84,0.028095238095238097,0.1667
BART-large-cnn,sports,one_paragraph,127,135,0.018814814814814815,0.1852
BART-large-cnn,sports,one_paragraph,155,146,0.021232876712328767,0.137
BART-large-cnn,tech,one_paragraph,153,68,0.045,0.1618
BART-large-cnn,tech,one_paragraph,165,125,0.0264,0.192
BART-large-cnn,tech,one_paragraph,151,98,0.030816326530612243,0.1837
BART-large-cnn,tech,one_paragraph,161,86,0.03744186046511628,0.1628
BART-large-cnn,tech,one_paragraph,127,56,0.04535714285714286,0.2321
BART-large-cnn,tech,one_paragraph,125,78,0.03205128205128205,0.3077
BART-large-cnn,tech,one_paragraph,158,158,0.02,0.1709
BART-large-cnn,tech,one_paragraph,124,63,0.03936507936507937,0.3175
BART-large-cnn,tech,one_paragraph,138,59,0.04677966101694915,0.3729
BART-large-cnn,tech,one_paragraph,164,65,0.05046153846153846,0.2
BART-large-cnn,social,one_paragraph,169,145,0.023310344827586208,0.2
BART-large-cnn,social,one_paragraph,131,99,0.026464646464646465,0.2626
BART-large-cnn,social,one_paragraph,140,82,0.03414634146341464,0.439
BART-large-cnn,social,one_paragraph,167,106,0.031509433962264154,0.2358
BART-large-cnn,social,one_paragraph,118,135,0.01748148148148148,0.2741
BART-large-cnn,social,one_paragraph,135,69,0.0391304347826087,0.3043
BART-large-cnn,social,one_paragraph,151,115,0.026260869565217393,0.1391
BART-large-cnn,social,one_paragraph,130,144,0.018055555555555554,0.1458
BART-large-cnn,social,one_paragraph,130,91,0.02857142857142857,0.2088
BART-large-cnn,social,one_paragraph,170,84,0.04047619047619048,0.3214
BART-large-cnn,social,one_paragraph,175,156,0.022435897435897436,0.1923
BART-large-cnn,social,one_paragraph,176,76,0.04631578947368421,0.25
BART-large-cnn,social,one_paragraph,173,166,0.020843373493975904,0.2108
BART-large-cnn,social,one_paragraph,162,145,0.022344827586206897,0.1517
BART-large-cnn,social,one_paragraph,117,49,0.04775510204081632,0.2245
BART-large-cnn,social,one_paragraph,125,90,0.027777777777777776,0.2889
BART-large-cnn,social,one_paragraph,132,122,0.021639344262295083,0.3934
BART-large-cnn,social,one_paragraph,183,116,0.03155172413793104,0.181
BART-large-cnn,social,one_paragraph,148,113,0.026194690265486726,0.2832
BART-large-cnn,social,one_paragraph,151,113,0.02672566371681416,0.1504
PEGASUS-cnn_dailymail,politics,one_paragraph,167,150,0.022266666666666667,0.2467
PEGASUS-cnn_dailymail,politics,one_paragraph,149,63,0.0473015873015873,0.381
PEGASUS-cnn_dailymail,politics,one_paragraph,103,39,0.05282051282051282,0.3333
PEGASUS-cnn_dailymail,politics,one_paragraph,154,177,0.017401129943502826,0.1638
PEGASUS-cnn_dailymail,politics,one_paragraph,157,109,0.028807339449541284,0.2294
PEGASUS-cnn_dailymail,politics,one_paragraph,144,83,0.03469879518072289,0.2771
PEGASUS-cnn_dailymail,politics,one_paragraph,130,84,0.030952380952380953,0.1071
PEGASUS-cnn_dailymail,politics,one_paragraph,131,74,0.035405405405405405,0.2703
PEGASUS-cnn_dailymail,politics,one_paragraph,153,81,0.03777777777777778,0.1481
PEGASUS-cnn_dailymail,politics,one_paragraph,101,54,0.03740740740740741,0.3889
PEGASUS-cnn_dailymail,politics,one_paragraph,128,97,0.02639175257731959,0.3299
PEGASUS-cnn_dailymail,politics,one_paragraph,160,160,0.02,0.1875
PEGASUS-cnn_dailymail,politics,one_paragraph,144,78,0.036923076923076927,0.2821
PEGASUS-cnn_dailymail,politics,one_paragraph,155,129,0.024031007751937984,0.1938
PEGASUS-cnn_dailymail,politics,one_paragraph,158,136,0.02323529411764706,0.1691
PEGASUS-cnn_dailymail,politics,one_paragraph,142,91,0.03120879120879121,0.3187
PEGASUS-cnn_dailymail,politics,one_paragraph,149,114,0.02614035087719298,0.2018
PEGASUS-cnn_dailymail,politics,one_paragraph,132,93,0.02838709677419355,0.3978
PEGASUS-cnn_dailymail,politics,one_paragraph,148,124,0.023870967741935485,0.1935
PEGASUS-cnn_dailymail,politics,one_paragraph,131,127,0.020629921259842518,0.2598
PEGASUS-cnn_dailymail,politics,one_paragraph,116,69,0.0336231884057971,0.3043
PEGASUS-cnn_dailymail,politics,one_paragraph,138,59,0.04677966101694915,0.3898
PEGASUS-cnn_dailymail,politics,one_paragraph,172,104,0.03307692307692308,0.2692
PEGASUS-cnn_dailymail,politics,one_paragraph,143,60,0.04766666666666667,0.2833
PEGASUS-cnn_dailymail,culture,one_paragraph,159,51,0.06235294117647059,0.4314
PEGASUS-cnn_dailymail,culture,one_paragraph,102,47,0.04340425531914894,0.1277
PEGASUS-cnn_dailymail,culture,one_paragraph,116,60,0.03866666666666667,0.3833
PEGASUS-cnn_dailymail,culture,one_paragraph,131,40,0.0655,0.35
PEGASUS-cnn_dailymail,culture,one_paragraph,128,42,0.06095238095238095,0.381
PEGASUS-cnn_dailymail,culture,one_paragraph,149,65,0.04584615384615385,0.1231
PEGASUS-cnn_dailymail,culture,one_paragraph,158,149,0.021208053691275167,0.1879
PEGASUS-cnn_dailymail,culture,one_paragraph,133,106,0.025094339622641508,0.1226
PEGASUS-cnn_dailymail,culture,one_paragraph,160,136,0.023529411764705882,0.1618
PEGASUS-cnn_dailymail,culture,one_paragraph,126,46,0.05478260869565217,0.413
PEGASUS-cnn_dailymail,culture,one_paragraph,127,46,0.05521739130434783,0.4783
PEGASUS-cnn_dailymail,culture,one_paragraph,94,48,0.03916666666666667,0.375
PEGASUS-cnn_dailymail,education,one_paragraph,169,58,0.05827586206896552,0.2759
PEGASUS-cnn_dailymail,education,one_paragraph,136,59,0.04610169491525424,0.3729
PEGASUS-cnn_dailymail,education,one_paragraph,126,70,0.036,0.3286
PEGASUS-cnn_dailymail,education,one_paragraph,125,43,0.05813953488372093,0.4884
PEGASUS-cnn_dailymail,education,one_paragraph,137,68,0.04029411764705882,0.3235
PEGASUS-cnn_dailymail,education,one_paragraph,131,45,0.058222222222222224,0.2222
PEGASUS-cnn_dailymail,education,one_paragraph,115,52,0.04423076923076923,0.3462
PEGASUS-cnn_dailymail,education,one_paragraph,135,86,0.031395348837209305,0.1163
PEGASUS-cnn_dailymail,education,one_paragraph,129,48,0.05375,0.1667
PEGASUS-cnn_dailymail,education,one_paragraph,140,60,0.04666666666666667,0.2
PEGASUS-cnn_dailymail,education,one_paragraph,132,52,0.05076923076923077,0.3846
PEGASUS-cnn_dailymail,education,one_paragraph,158,88,0.03590909090909091,0.2045
PEGASUS-cnn_dailymail,education,one_paragraph,115,31,0.07419354838709677,0.4516
PEGASUS-cnn_dailymail,sports,one_paragraph,133,45,0.059111111111111114,0.1778
PEGASUS-cnn_dailymail,sports,one_paragraph,142,75,0.037866666666666667,0.24
PEGASUS-cnn_dailymail,sports,one_paragraph,179,122,0.02934426229508197,0.1311
PEGASUS-cnn_dailymail,sports,one_paragraph,158,133,0.0237593984962406,0.1353
PEGASUS-cnn_dailymail,sports,one_paragraph,129,71,0.03633802816901408,0.1972
PEGASUS-cnn_dailymail,sports,one_paragraph,170,133,0.02556390977443609,0.1278
PEGASUS-cnn_dailymail,sports,one_paragraph,132,84,0.03142857142857143,0.1548
PEGASUS-cnn_dailymail,sports,one_paragraph,165,135,0.024444444444444446,0.2815
PEGASUS-cnn_dailymail,sports,one_paragraph,167,146,0.02287671232876712,0.1575
PEGASUS-cnn_dailymail,tech,one_paragraph,172,68,0.05058823529411765,0.1912
PEGASUS-cnn_dailymail,tech,one_paragraph,183,125,0.02928,0.128
PEGASUS-cnn_dailymail,tech,one_paragraph,165,98,0.0336734693877551,0.1837
PEGASUS-cnn_dailymail,tech,one_paragraph,175,86,0.040697674418604654,0.2791
